,Country,measurement,units,Year
1000,Antigua and Barbuda,waste_collection_coverage_total_percent_of_waste,Percent of population,2011
1001,Antigua and Barbuda,waste_collection_coverage_total_percent_of_population,Percent of population,2011
1002,Antigua and Barbuda,waste_collection_coverage_total_percent_of_households,Percent of population,2011
1003,Antigua and Barbuda,waste_collection_coverage_total_percent_of_geographic_area,Percent of population,2011
1004,Lesotho,waste_collection_coverage_total_percent_of_waste,Percent of population,2006
1005,Lesotho,waste_collection_coverage_total_percent_of_population,Percent of population,2006
1006,Lesotho,waste_collection_coverage_total_percent_of_households,Percent of population,2006
1007,Lesotho,waste_collection_coverage_total_percent_of_geographic_area,Percent of population,2006
1008,South Africa,waste_collection_coverage_total_percent_of_waste,Percent of households,2012
1009,South Africa,waste_collection_coverage_total_percent_of_population,Percent of households,2012
1010,South Africa,waste_collection_coverage_total_percent_of_households,Percent of households,2012
1011,South Africa,waste_collection_coverage_total_percent_of_geographic_area,Percent of households,2012
1012,Suriname,waste_collection_coverage_total_percent_of_waste,Percent of population,2012
1013,Suriname,waste_collection_coverage_total_percent_of_population,Percent of population,2012
1014,Suriname,waste_collection_coverage_total_percent_of_households,Percent of population,2012
1015,Suriname,waste_collection_coverage_total_percent_of_geographic_area,Percent of population,2012
1016,Myanmar,waste_collection_coverage_total_percent_of_waste,Percent of population,
1017,Myanmar,waste_collection_coverage_total_percent_of_population,Percent of population,
1018,Myanmar,waste_collection_coverage_total_percent_of_households,Percent of population,
1019,Myanmar,waste_collection_coverage_total_percent_of_geographic_area,Percent of population,
1020,Panama,waste_collection_coverage_total_percent_of_waste,Percent of population,2010
1021,Panama,waste_collection_coverage_total_percent_of_population,Percent of population,2010
1022,Panama,waste_collection_coverage_total_percent_of_households,Percent of population,2010
1023,Panama,waste_collection_coverage_total_percent_of_geographic_area,Percent of population,2010
1024,Dominica,waste_collection_coverage_total_percent_of_waste,Percent of population,2005
1025,Dominica,waste_collection_coverage_total_percent_of_population,Percent of population,2005
1026,Dominica,waste_collection_coverage_total_percent_of_households,Percent of population,2005
1027,Dominica,waste_collection_coverage_total_percent_of_geographic_area,Percent of population,2005
1028,Mongolia,waste_collection_coverage_urban_percent_of_population,Percent of waste,2016
1029,Mongolia,waste_collection_coverage_urban_percent_of_waste,Percent of waste,2016
1030,Mongolia,waste_collection_coverage_urban_percent_of_households,Percent of waste,2016
1031,Mongolia,waste_collection_coverage_urban_percent_of_geographic_area,Percent of waste,2016
1032,Peru,waste_collection_coverage_urban_percent_of_population,Percent of households,2014
1033,Peru,waste_collection_coverage_urban_percent_of_waste,Percent of households,2014
1034,Peru,waste_collection_coverage_urban_percent_of_households,Percent of households,2014
1035,Peru,waste_collection_coverage_urban_percent_of_geographic_area,Percent of households,2014
1036,American Samoa,waste_collection_coverage_urban_percent_of_population,Percent of population,2014
1037,American Samoa,waste_collection_coverage_urban_percent_of_waste,Percent of population,2014
1038,American Samoa,waste_collection_coverage_urban_percent_of_households,Percent of population,2014
1039,American Samoa,waste_collection_coverage_urban_percent_of_geographic_area,Percent of population,2014
1040,Tunisia,waste_collection_coverage_urban_percent_of_population,Percent of population,2014
1041,Tunisia,waste_collection_coverage_urban_percent_of_waste,Percent of population,2014
1042,Tunisia,waste_collection_coverage_urban_percent_of_households,Percent of population,2014
1043,Tunisia,waste_collection_coverage_urban_percent_of_geographic_area,Percent of population,2014
1044,Uruguay,waste_collection_coverage_urban_percent_of_population,Percent of population,2011
1045,Uruguay,waste_collection_coverage_urban_percent_of_waste,Percent of population,2011
1046,Uruguay,waste_collection_coverage_urban_percent_of_households,Percent of population,2011
1047,Uruguay,waste_collection_coverage_urban_percent_of_geographic_area,Percent of population,2011
1048,Tonga,waste_collection_coverage_urban_percent_of_population,Percent of waste,2012
1049,Tonga,waste_collection_coverage_urban_percent_of_waste,Percent of waste,2012
1050,Tonga,waste_collection_coverage_urban_percent_of_households,Percent of waste,2012
1051,Tonga,waste_collection_coverage_urban_percent_of_geographic_area,Percent of waste,2012
1052,Suriname,waste_collection_coverage_urban_percent_of_population,Percent of population,2009
1053,Suriname,waste_collection_coverage_urban_percent_of_waste,Percent of population,2009
1054,Suriname,waste_collection_coverage_urban_percent_of_households,Percent of population,2009
1055,Suriname,waste_collection_coverage_urban_percent_of_geographic_area,Percent of population,2009
1056,Belarus,waste_collection_coverage_urban_percent_of_population,Percent of population,2016
1057,Belarus,waste_collection_coverage_urban_percent_of_waste,Percent of population,2016
1058,Belarus,waste_collection_coverage_urban_percent_of_households,Percent of population,2016
1059,Belarus,waste_collection_coverage_urban_percent_of_geographic_area,Percent of population,2016
1060,French Polynesia,waste_collection_coverage_urban_percent_of_population,Percent of population,2016
1061,French Polynesia,waste_collection_coverage_urban_percent_of_waste,Percent of population,2016
1062,French Polynesia,waste_collection_coverage_urban_percent_of_households,Percent of population,2016
1063,French Polynesia,waste_collection_coverage_urban_percent_of_geographic_area,Percent of population,2016
1064,Palau,waste_collection_coverage_urban_percent_of_population,Percent of population,2016
1065,Palau,waste_collection_coverage_urban_percent_of_waste,Percent of population,2016
1066,Palau,waste_collection_coverage_urban_percent_of_households,Percent of population,2016
1067,Palau,waste_collection_coverage_urban_percent_of_geographic_area,Percent of population,2016
1068,Kiribati,waste_collection_coverage_urban_percent_of_population,Percent of population,2016
1069,Kiribati,waste_collection_coverage_urban_percent_of_waste,Percent of population,2016
1070,Kiribati,waste_collection_coverage_urban_percent_of_households,Percent of population,2016
1071,Kiribati,waste_collection_coverage_urban_percent_of_geographic_area,Percent of population,2016
1072,Algeria,waste_collection_coverage_urban_percent_of_population,Percent of population,2017
1073,Algeria,waste_collection_coverage_urban_percent_of_waste,Percent of population,2017
1074,Algeria,waste_collection_coverage_urban_percent_of_households,Percent of population,2017
1075,Algeria,waste_collection_coverage_urban_percent_of_geographic_area,Percent of population,2017
1076,Morocco,waste_collection_coverage_urban_percent_of_population,Percent of population,2014
1077,Morocco,waste_collection_coverage_urban_percent_of_waste,Percent of population,2014
1078,Morocco,waste_collection_coverage_urban_percent_of_households,Percent of population,2014
1079,Morocco,waste_collection_coverage_urban_percent_of_geographic_area,Percent of population,2014
1080,Greece,waste_collection_coverage_urban_percent_of_population,Percent of Geographic Area,2011
1081,Greece,waste_collection_coverage_urban_percent_of_waste,Percent of Geographic Area,2011
1082,Greece,waste_collection_coverage_urban_percent_of_households,Percent of Geographic Area,2011
1083,Greece,waste_collection_coverage_urban_percent_of_geographic_area,Percent of Geographic Area,2011
1084,Syrian Arab Republic,waste_collection_coverage_urban_percent_of_population,Percent of population,2010
1085,Syrian Arab Republic,waste_collection_coverage_urban_percent_of_waste,Percent of population,2010
1086,Syrian Arab Republic,waste_collection_coverage_urban_percent_of_households,Percent of population,2010
1087,Syrian Arab Republic,waste_collection_coverage_urban_percent_of_geographic_area,Percent of population,2010
1088,Nepal,waste_collection_coverage_urban_percent_of_population,Percent of waste,2013
1089,Nepal,waste_collection_coverage_urban_percent_of_waste,Percent of waste,2013
1090,Nepal,waste_collection_coverage_urban_percent_of_households,Percent of waste,2013
1091,Nepal,waste_collection_coverage_urban_percent_of_geographic_area,Percent of waste,2013
1092,Pakistan,waste_collection_coverage_urban_percent_of_population,Percent of waste,2017
1093,Pakistan,waste_collection_coverage_urban_percent_of_waste,Percent of waste,2017
1094,Pakistan,waste_collection_coverage_urban_percent_of_households,Percent of waste,2017
1095,Pakistan,waste_collection_coverage_urban_percent_of_geographic_area,Percent of waste,2017
1096,Gabon,waste_collection_coverage_urban_percent_of_population,Percent of population,2000
1097,Gabon,waste_collection_coverage_urban_percent_of_waste,Percent of population,2000
1098,Gabon,waste_collection_coverage_urban_percent_of_households,Percent of population,2000
1099,Gabon,waste_collection_coverage_urban_percent_of_geographic_area,Percent of population,2000
1100,Senegal,waste_collection_coverage_urban_percent_of_population,Percent of population,2004
1101,Senegal,waste_collection_coverage_urban_percent_of_waste,Percent of population,2004
1102,Senegal,waste_collection_coverage_urban_percent_of_households,Percent of population,2004
1103,Senegal,waste_collection_coverage_urban_percent_of_geographic_area,Percent of population,2004
1104,Nauru,waste_collection_coverage_urban_percent_of_population,Percent of population,2016
1105,Nauru,waste_collection_coverage_urban_percent_of_waste,Percent of population,2016
1106,Nauru,waste_collection_coverage_urban_percent_of_households,Percent of population,2016
1107,Nauru,waste_collection_coverage_urban_percent_of_geographic_area,Percent of population,2016
1108,Lebanon,waste_collection_coverage_urban_percent_of_population,Percent of population,2014
1109,Lebanon,waste_collection_coverage_urban_percent_of_waste,Percent of population,2014
1110,Lebanon,waste_collection_coverage_urban_percent_of_households,Percent of population,2014
1111,Lebanon,waste_collection_coverage_urban_percent_of_geographic_area,Percent of population,2014
1112,West Bank and Gaza,waste_collection_coverage_urban_percent_of_population,Percent of households,2013
